ID_Transaccion,Fecha,Titulo,Genero,Precio_Unitario,Cantidad,Total_Transaccion,Metodo_Pago
T-16467,2025-11-16,2084: El Nuevo Orden,Distopía / Especulativa,22.68,1,22.68,Tarjeta de Crédito
T-16468,2025-11-16,"Nosotros, los Invisibles",Young Adult,14.97,1,14.97,Mercado Pago
T-16469,2025-11-16,El Diario de Gratitud Espiritual,Religión / Espiritualidad,13.17,1,13.17,Mercado Pago
T-16470,2025-11-16,Tres Días para Morir,Thriller / Suspense,18.11,2,36.22,Tarjeta de Crédito
T-16471,2025-11-16,La Librería de los Sueños Compartidos,Romance,18.0,1,18.0,Tarjeta de Débito
T-16472,2025-11-16,La Habitación 217,Thriller / Suspense,18.94,1,18.94,Mercado Pago
T-16473,2025-11-16,Corte de Espinas y Sombras,Fantasía / Romantasy,23.26,2,46.52,Tarjeta de Débito
T-16474,2025-11-16,El Algoritmo de la Conciencia,Ciencia Ficción,25.23,2,50.46,Tarjeta de Débito
T-16475,2025-11-16,La Última Colonia de Marte,Ciencia Ficción,22.76,1,22.76,Efectivo
T-16476,2025-11-16,Colores del Mundo: Un Viaje Ilustrado,Infantil,16.88,1,16.88,Efectivo
T-16477,2025-11-16,La Librería de los Sueños Compartidos,Romance,17.55,2,35.1,Efectivo
T-16478,2025-11-16,La Mujer del Espejo Roto,Thriller / Suspense,21.41,2,42.82,Efectivo
T-16479,2025-11-16,La Chica del Último Vagón,Young Adult,14.39,3,43.17,Mercado Pago
T-16480,2025-11-16,Fuego en la Corte de Hielo,Fantasía / Romantasy,26.59,1,26.59,Mercado Pago
T-16481,2025-11-16,Mareas de Verano,Romance,14.08,1,14.08,Mercado Pago
T-16482,2025-11-16,El Último Hechicero de Aldara,Fantasía / Romantasy,17.89,2,35.78,Efectivo
T-16483,2025-11-16,El Jardín de las Brujas Perdidas,Fantasía / Romantasy,18.88,1,18.88,Efectivo
T-16484,2025-11-17,Secretos en la Niebla,Thriller / Suspense,15.73,1,15.73,Transferencia
T-16485,2025-11-17,El Café de los Corazones Rotos,Romance,15.05,1,15.05,Mercado Pago
T-16486,2025-11-17,Minimalismo Emocional,Autoayuda / Desarrollo Personal,16.83,1,16.83,Tarjeta de Débito
T-16487,2025-11-17,Tal Vez Mañana,Romance,14.78,1,14.78,Tarjeta de Crédito
T-16488,2025-11-17,Rebeldes sin Señal,Young Adult,14.6,1,14.6,Tarjeta de Débito
T-16489,2025-11-17,La Canción del Dragón Dormido,Fantasía / Romantasy,20.96,1,20.96,Efectivo
T-16490,2025-11-17,La Música en Mis Venas,Biografía / Memorias,25.37,1,25.37,Transferencia
T-16491,2025-11-17,Máquinas que Sueñan,Ciencia Ficción,20.96,1,20.96,Tarjeta de Crédito
T-16492,2025-11-17,Sabiduría Ancestral para Hoy,Religión / Espiritualidad,17.81,1,17.81,Tarjeta de Crédito
T-16493,2025-11-17,Mi Primer Atlas del Universo,Infantil,19.3,1,19.3,Efectivo
T-16494,2025-11-17,2084: El Nuevo Orden,Distopía / Especulativa,23.08,1,23.08,Efectivo
T-16495,2025-11-17,Pacto de Sangre y Estrellas,Fantasía / Romantasy,20.19,1,20.19,Tarjeta de Débito
T-16496,2025-11-17,El Arte de Soltar y Avanzar,Autoayuda / Desarrollo Personal,17.48,1,17.48,Tarjeta de Crédito
T-16497,2025-11-17,Pacto de Sangre y Estrellas,Fantasía / Romantasy,19.72,3,59.16,Tarjeta de Crédito
T-16498,2025-11-17,El Año en que Callaron las Máquinas,Distopía / Especulativa,19.53,1,19.53,Transferencia
T-16499,2025-11-17,Cartas que Nunca Envié,Romance,17.34,3,52.02,Efectivo
T-16500,2025-11-17,Volver a Quererte en Otoño,Romance,16.16,2,32.32,Tarjeta de Crédito
T-16501,2025-11-17,Hana no Kokoro Vol. 1,Manga / Novela Gráfica,11.86,1,11.86,Mercado Pago
T-16502,2025-11-17,La Última Colonia de Marte,Ciencia Ficción,22.77,1,22.77,Tarjeta de Crédito
T-16503,2025-11-17,Promesas Bajo la Lluvia,Romance,18.01,1,18.01,Tarjeta de Crédito
T-16504,2025-11-17,Fuego en la Corte de Hielo,Fantasía / Romantasy,26.02,2,52.04,Mercado Pago
T-16505,2025-11-17,El Último Beso en París,Romance,19.1,2,38.2,Tarjeta de Débito
T-16506,2025-11-17,Meditaciones del Peregrino,Religión / Espiritualidad,15.35,1,15.35,Tarjeta de Crédito
T-16507,2025-11-17,El Trono de Cenizas Eternas,Fantasía / Romantasy,24.53,2,49.06,Transferencia
T-16508,2025-11-17,Reinos de Cristal Roto,Fantasía / Romantasy,24.12,1,24.12,Tarjeta de Débito
T-16509,2025-11-17,Secretos en la Niebla,Thriller / Suspense,16.42,1,16.42,Tarjeta de Crédito
T-16510,2025-11-17,El Jardín de las Brujas Perdidas,Fantasía / Romantasy,18.83,1,18.83,Tarjeta de Débito
T-16511,2025-11-17,El Clan de la Serpiente Dorada Vol. 2,Manga / Novela Gráfica,14.21,1,14.21,Tarjeta de Débito
T-16512,2025-11-17,El Verano que Cambió Todo,Young Adult,17.35,1,17.35,Tarjeta de Débito
T-16513,2025-11-18,La Canción del Dragón Dormido,Fantasía / Romantasy,20.77,1,20.77,Tarjeta de Crédito
T-16514,2025-11-18,Pacto de Sangre y Estrellas,Fantasía / Romantasy,19.9,1,19.9,Mercado Pago
T-16515,2025-11-18,Blockchain y Finanzas Descentralizadas,Negocios / Técnicos,34.1,1,34.1,Mercado Pago
T-16516,2025-11-18,Yūrei: Espíritus Errantes Vol. 1,Manga / Novela Gráfica,10.88,1,10.88,Tarjeta de Crédito
T-16517,2025-11-18,Horizonte Cuántico,Ciencia Ficción,21.56,3,64.68,Tarjeta de Crédito
T-16518,2025-11-18,Gestión Ágil de Proyectos Reales,Negocios / Técnicos,29.58,1,29.58,Efectivo
T-16519,2025-11-18,El Año en que Callaron las Máquinas,Distopía / Especulativa,19.65,1,19.65,Tarjeta de Débito
T-16520,2025-11-18,La Mujer del Espejo Roto,Thriller / Suspense,22.05,1,22.05,Tarjeta de Débito
T-16521,2025-11-18,Yūrei: Espíritus Errantes Vol. 1,Manga / Novela Gráfica,10.95,1,10.95,Mercado Pago
T-16522,2025-11-18,La Verdad Detrás del Fuego,Thriller / Suspense,21.27,1,21.27,Efectivo
T-16523,2025-11-18,Neon District: Año Cero,Manga / Novela Gráfica,15.54,3,46.62,Tarjeta de Crédito
T-16524,2025-11-18,La Singularidad de Vega,Ciencia Ficción,23.42,1,23.42,Mercado Pago
T-16525,2025-11-18,Código Génesis: Protocolo IA,Ciencia Ficción,25.44,1,25.44,Tarjeta de Crédito
T-16526,2025-11-18,Cartas que Nunca Envié,Romance,17.11,2,34.22,Tarjeta de Débito
T-16527,2025-11-18,La Singularidad de Vega,Ciencia Ficción,24.67,1,24.67,Tarjeta de Débito
T-16528,2025-11-18,La Singularidad de Vega,Ciencia Ficción,23.41,1,23.41,Tarjeta de Crédito
T-16529,2025-11-18,Meditaciones del Peregrino,Religión / Espiritualidad,15.09,2,30.18,Tarjeta de Débito
T-16530,2025-11-18,La Habitación 217,Thriller / Suspense,19.22,2,38.44,Tarjeta de Crédito
T-16531,2025-11-18,Ecos del Futuro Perdido,Ciencia Ficción,20.24,3,60.72,Transferencia
T-16532,2025-11-18,Tres Días para Morir,Thriller / Suspense,17.66,1,17.66,Transferencia
T-16533,2025-11-18,La Singularidad de Vega,Ciencia Ficción,23.55,2,47.1,Tarjeta de Crédito
T-16534,2025-11-18,La República del Silencio,Distopía / Especulativa,22.16,1,22.16,Tarjeta de Débito
T-16535,2025-11-18,La Canción del Dragón Dormido,Fantasía / Romantasy,21.12,1,21.12,Tarjeta de Crédito
T-16536,2025-11-18,El Nuevo Marketing: Era de la IA,Negocios / Técnicos,27.74,1,27.74,Tarjeta de Crédito
T-16537,2025-11-18,Crónicas del Mar Encantado,Fantasía / Romantasy,17.5,1,17.5,Tarjeta de Débito
T-16538,2025-11-18,Despierta Tu Mejor Versión,Autoayuda / Desarrollo Personal,20.16,1,20.16,Mercado Pago
T-16539,2025-11-18,Mi Primer Atlas del Universo,Infantil,18.68,1,18.68,Transferencia
T-16540,2025-11-18,Hana no Kokoro Vol. 1,Manga / Novela Gráfica,12.16,3,36.48,Efectivo
T-16541,2025-11-19,El Café de los Corazones Rotos,Romance,15.08,1,15.08,Transferencia
T-16542,2025-11-19,Máquinas que Sueñan,Ciencia Ficción,20.94,1,20.94,Tarjeta de Débito
T-16543,2025-11-19,El Algoritmo de la Conciencia,Ciencia Ficción,25.33,1,25.33,Mercado Pago
T-16544,2025-11-19,La República del Silencio,Distopía / Especulativa,21.83,1,21.83,Mercado Pago
T-16545,2025-11-19,Meditaciones del Peregrino,Religión / Espiritualidad,14.89,1,14.89,Tarjeta de Débito
T-16546,2025-11-19,Samurai Nocturno Vol. 5,Manga / Novela Gráfica,13.25,1,13.25,Tarjeta de Débito
T-16547,2025-11-19,Volver a Quererte en Otoño,Romance,15.84,1,15.84,Tarjeta de Crédito
T-16548,2025-11-19,La Verdad Detrás del Fuego,Thriller / Suspense,20.72,1,20.72,Tarjeta de Crédito
T-16549,2025-11-19,Dino Rex y la Isla Misteriosa,Infantil,14.11,3,42.33,Transferencia
T-16550,2025-11-19,La Librería de los Sueños Compartidos,Romance,17.48,1,17.48,Efectivo
T-16551,2025-11-19,Sombras Bajo la Luna Roja,Fantasía / Romantasy,19.54,1,19.54,Transferencia
T-16552,2025-11-19,El Diario de Gratitud Espiritual,Religión / Espiritualidad,12.72,1,12.72,Tarjeta de Crédito
T-16553,2025-11-19,Cyberpunk Shibuya,Manga / Novela Gráfica,15.22,2,30.44,Tarjeta de Débito
T-16554,2025-11-19,El Jardín de las Brujas Perdidas,Fantasía / Romantasy,18.85,2,37.7,Tarjeta de Crédito
T-16555,2025-11-19,Tal Vez Mañana,Romance,15.21,1,15.21,Transferencia
T-16556,2025-11-19,Código Génesis: Protocolo IA,Ciencia Ficción,25.01,1,25.01,Transferencia
T-16557,2025-11-19,Cuentos para Soñar Despierto,Infantil,12.23,1,12.23,Mercado Pago
T-16558,2025-11-19,La Singularidad de Vega,Ciencia Ficción,23.3,1,23.3,Efectivo
T-16559,2025-11-19,La Singularidad de Vega,Ciencia Ficción,24.52,1,24.52,Tarjeta de Crédito
T-16560,2025-11-19,El Año en que Callaron las Máquinas,Distopía / Especulativa,19.62,1,19.62,Efectivo
T-16561,2025-11-19,La Mente Imparable,Autoayuda / Desarrollo Personal,18.94,2,37.88,Mercado Pago
T-16562,2025-11-19,Horizonte Cuántico,Ciencia Ficción,21.99,1,21.99,Tarjeta de Crédito
T-16563,2025-11-20,Las Aventuras de Lila y el Gato Mágico,Infantil,12.79,3,38.37,Tarjeta de Crédito
T-16564,2025-11-20,365 Devocionales para el Alma,Religión / Espiritualidad,18.79,1,18.79,Tarjeta de Débito
T-16565,2025-11-20,El Robot Amigable de Tomás,Infantil,10.76,1,10.76,Tarjeta de Crédito
T-16566,2025-11-20,La Mente Imparable,Autoayuda / Desarrollo Personal,18.76,1,18.76,Mercado Pago
T-16567,2025-11-20,Fe en Tiempos Modernos,Religión / Espiritualidad,19.52,2,39.04,Tarjeta de Crédito
T-16568,2025-11-20,El Robot Amigable de Tomás,Infantil,11.14,1,11.14,Tarjeta de Crédito
T-16569,2025-11-20,Akira Reborn: Edición Integral,Manga / Novela Gráfica,29.85,2,59.7,Tarjeta de Débito
T-16570,2025-11-20,Fe en Tiempos Modernos,Religión / Espiritualidad,19.94,3,59.82,Efectivo
T-16571,2025-11-20,El Verano que Cambió Todo,Young Adult,16.59,1,16.59,Tarjeta de Crédito
T-16572,2025-11-20,Cuando el Destino Insiste,Romance,16.11,1,16.11,Tarjeta de Crédito
T-16573,2025-11-20,Cyberpunk Shibuya,Manga / Novela Gráfica,15.05,1,15.05,Tarjeta de Débito
T-16574,2025-11-20,Utopía Fracturada,Distopía / Especulativa,16.53,1,16.53,Efectivo
T-16575,2025-11-20,El Verano que Cambió Todo,Young Adult,16.7,2,33.4,Tarjeta de Crédito
T-16576,2025-11-20,Horizonte Cuántico,Ciencia Ficción,21.59,2,43.18,Efectivo
T-16577,2025-11-20,La Marca del Fénix Plateado,Fantasía / Romantasy,21.34,1,21.34,Tarjeta de Crédito
T-16578,2025-11-20,Nadie Sale Inocente,Thriller / Suspense,17.16,2,34.32,Transferencia
T-16579,2025-11-20,Oscuridad al Mediodía,Thriller / Suspense,16.49,1,16.49,Tarjeta de Débito
T-16580,2025-11-20,El Clan de la Serpiente Dorada Vol. 2,Manga / Novela Gráfica,14.08,3,42.24,Mercado Pago
T-16581,2025-11-20,Reinos de Cristal Roto,Fantasía / Romantasy,23.65,2,47.3,Mercado Pago
T-16582,2025-11-20,Junto al Fuego de Diciembre,Romance,17.23,1,17.23,Tarjeta de Débito
T-16583,2025-11-20,Cuando el Destino Insiste,Romance,16.36,1,16.36,Tarjeta de Crédito
T-16584,2025-11-20,Ciudadanos de Segunda,Distopía / Especulativa,18.25,2,36.5,Tarjeta de Crédito
T-16585,2025-11-20,Emprender en Latinoamérica 2025,Negocios / Técnicos,24.47,1,24.47,Efectivo
T-16586,2025-11-20,Horizonte Cuántico,Ciencia Ficción,21.96,2,43.92,Efectivo
T-16587,2025-11-20,Akira Reborn: Edición Integral,Manga / Novela Gráfica,29.32,1,29.32,Tarjeta de Crédito
T-16588,2025-11-20,Contra Todo Pronóstico: Mi Historia,Biografía / Memorias,27.42,3,82.26,Tarjeta de Crédito
T-16589,2025-11-20,La República del Silencio,Distopía / Especulativa,21.39,2,42.78,Tarjeta de Débito
T-16590,2025-11-20,El Trono de Cenizas Eternas,Fantasía / Romantasy,25.09,1,25.09,Efectivo
T-16591,2025-11-20,Tres Días para Morir,Thriller / Suspense,18.21,3,54.63,Tarjeta de Débito
T-16592,2025-11-21,El Bosque de los Animales Parlantes,Infantil,15.06,1,15.06,Mercado Pago
T-16593,2025-11-21,Crónicas del Mar Encantado,Fantasía / Romantasy,16.65,1,16.65,Tarjeta de Crédito
T-16594,2025-11-21,El Jardín de las Brujas Perdidas,Fantasía / Romantasy,18.48,1,18.48,Tarjeta de Crédito
T-16595,2025-11-21,El Trono de Cenizas Eternas,Fantasía / Romantasy,25.23,1,25.23,Tarjeta de Crédito
T-16596,2025-11-21,Máquinas que Sueñan,Ciencia Ficción,20.75,1,20.75,Tarjeta de Débito
T-16597,2025-11-21,2084: El Nuevo Orden,Distopía / Especulativa,23.15,2,46.3,Tarjeta de Débito
T-16598,2025-11-21,Akira Reborn: Edición Integral,Manga / Novela Gráfica,29.47,1,29.47,Tarjeta de Crédito
T-16599,2025-11-21,El Clan de la Serpiente Dorada Vol. 2,Manga / Novela Gráfica,13.92,1,13.92,Transferencia
T-16600,2025-11-21,365 Devocionales para el Alma,Religión / Espiritualidad,18.61,1,18.61,Mercado Pago
T-16601,2025-11-21,Hana no Kokoro Vol. 1,Manga / Novela Gráfica,11.96,1,11.96,Efectivo
T-16602,2025-11-21,Vida de una Activista Silenciosa,Biografía / Memorias,20.09,1,20.09,Tarjeta de Débito
T-16603,2025-11-21,Dino Rex y la Isla Misteriosa,Infantil,14.08,1,14.08,Transferencia
T-16604,2025-11-21,Secretos en la Niebla,Thriller / Suspense,15.88,1,15.88,Efectivo
T-16605,2025-11-21,La Heredera del Viento Oscuro,Fantasía / Romantasy,18.95,1,18.95,Tarjeta de Débito
T-16606,2025-11-21,El Bosque de los Animales Parlantes,Infantil,14.95,3,44.85,Tarjeta de Crédito
T-16607,2025-11-21,El Jardín de las Brujas Perdidas,Fantasía / Romantasy,18.91,1,18.91,Tarjeta de Débito
T-16608,2025-11-21,El Café de los Corazones Rotos,Romance,15.14,1,15.14,Efectivo
T-16609,2025-11-21,Cuentos para Soñar Despierto,Infantil,12.18,1,12.18,Efectivo
T-16610,2025-11-21,Kaze no Senshi Vol. 1,Manga / Novela Gráfica,13.28,2,26.56,Tarjeta de Débito
T-16611,2025-11-21,Crónicas del Mar Encantado,Fantasía / Romantasy,16.65,1,16.65,Efectivo
T-16612,2025-11-21,El Pacto del Silencio,Thriller / Suspense,18.8,1,18.8,Transferencia
T-16613,2025-11-21,La Verdad Detrás del Fuego,Thriller / Suspense,20.56,1,20.56,Tarjeta de Débito
T-16614,2025-11-21,Hábitos de Titanio,Autoayuda / Desarrollo Personal,22.78,1,22.78,Efectivo
T-16615,2025-11-21,Kaze no Senshi Vol. 1,Manga / Novela Gráfica,13.16,1,13.16,Efectivo
T-16616,2025-11-21,El Último Hechicero de Aldara,Fantasía / Romantasy,17.79,1,17.79,Tarjeta de Crédito
T-16617,2025-11-22,El Año en que Callaron las Máquinas,Distopía / Especulativa,20.17,1,20.17,Efectivo
T-16618,2025-11-22,La Canción del Dragón Dormido,Fantasía / Romantasy,20.68,1,20.68,Tarjeta de Crédito
T-16619,2025-11-22,Gestión Ágil de Proyectos Reales,Negocios / Técnicos,28.41,2,56.82,Mercado Pago
T-16620,2025-11-22,Emprender en Latinoamérica 2025,Negocios / Técnicos,24.88,2,49.76,Transferencia
T-16621,2025-11-22,Corte de Espinas y Sombras,Fantasía / Romantasy,22.96,1,22.96,Efectivo
T-16622,2025-11-22,Cyberpunk Shibuya,Manga / Novela Gráfica,14.72,2,29.44,Tarjeta de Crédito
T-16623,2025-11-22,Colores del Mundo: Un Viaje Ilustrado,Infantil,16.51,1,16.51,Tarjeta de Crédito
T-16624,2025-11-22,Volver a Quererte en Otoño,Romance,16.2,1,16.2,Tarjeta de Débito
T-16625,2025-11-22,Biblia de Estudio Contemporánea,Religión / Espiritualidad,38.91,2,77.82,Tarjeta de Crédito
T-16626,2025-11-22,El Jardín de las Brujas Perdidas,Fantasía / Romantasy,18.56,3,55.68,Tarjeta de Crédito
T-16627,2025-11-22,Sabiduría Ancestral para Hoy,Religión / Espiritualidad,18.52,1,18.52,Efectivo
T-16628,2025-11-22,Dino Rex y la Isla Misteriosa,Infantil,13.9,1,13.9,Tarjeta de Débito
T-16629,2025-11-22,Las Aventuras de Lila y el Gato Mágico,Infantil,13.21,1,13.21,Tarjeta de Crédito
T-16630,2025-11-22,Fe en Tiempos Modernos,Religión / Espiritualidad,19.44,1,19.44,Tarjeta de Crédito
T-16631,2025-11-22,Días de Cristal y Acero,Young Adult,17.4,1,17.4,Tarjeta de Crédito
T-16632,2025-11-22,Yūrei: Espíritus Errantes Vol. 1,Manga / Novela Gráfica,10.86,1,10.86,Efectivo
T-16633,2025-11-22,Promesas Bajo la Lluvia,Romance,17.84,2,35.68,Efectivo
T-16634,2025-11-22,La Singularidad de Vega,Ciencia Ficción,24.23,1,24.23,Efectivo
T-16635,2025-11-22,Promesas Bajo la Lluvia,Romance,17.45,2,34.9,Mercado Pago
T-16636,2025-11-22,Ciudadanos de Segunda,Distopía / Especulativa,17.53,1,17.53,Mercado Pago
T-16637,2025-11-22,Horizonte Cuántico,Ciencia Ficción,21.59,1,21.59,Mercado Pago
T-16638,2025-11-22,El Último Hechicero de Aldara,Fantasía / Romantasy,18.09,1,18.09,Efectivo
T-16639,2025-11-22,La Verdad Detrás del Fuego,Thriller / Suspense,21.16,1,21.16,Tarjeta de Crédito
T-16640,2025-11-22,Secretos en la Niebla,Thriller / Suspense,15.53,1,15.53,Efectivo
T-16641,2025-11-22,Junto al Fuego de Diciembre,Romance,17.09,1,17.09,Tarjeta de Crédito
T-16642,2025-11-22,Tsuki Academy Vol. 3,Manga / Novela Gráfica,12.28,1,12.28,Efectivo
T-16643,2025-11-22,El Último Hechicero de Aldara,Fantasía / Romantasy,17.53,1,17.53,Mercado Pago
T-16644,2025-11-22,Ecos del Futuro Perdido,Ciencia Ficción,19.66,1,19.66,Tarjeta de Crédito
T-16645,2025-11-22,El Café de los Corazones Rotos,Romance,14.93,1,14.93,Efectivo
T-16646,2025-11-22,Horizonte Cuántico,Ciencia Ficción,21.85,2,43.7,Mercado Pago
T-16647,2025-11-22,El Verano que Cambió Todo,Young Adult,17.36,1,17.36,Efectivo
T-16648,2025-11-22,Kaze no Senshi Vol. 1,Manga / Novela Gráfica,13.21,1,13.21,Tarjeta de Crédito
T-16649,2025-11-22,El Bosque de los Animales Parlantes,Infantil,15.22,2,30.44,Tarjeta de Crédito
T-16650,2025-11-22,Promesas Bajo la Lluvia,Romance,17.77,1,17.77,Tarjeta de Crédito
T-16651,2025-11-22,El Algoritmo de la Conciencia,Ciencia Ficción,25.49,1,25.49,Efectivo
T-16652,2025-11-22,Ansiedad Cero: Guía Práctica,Autoayuda / Desarrollo Personal,20.39,1,20.39,Tarjeta de Crédito
T-16653,2025-11-22,El Jardín de las Brujas Perdidas,Fantasía / Romantasy,19.22,1,19.22,Mercado Pago
T-16654,2025-11-22,Cyberpunk Shibuya,Manga / Novela Gráfica,15.31,1,15.31,Tarjeta de Crédito
T-16655,2025-11-22,El Último Hechicero de Aldara,Fantasía / Romantasy,18.31,1,18.31,Tarjeta de Crédito
T-16656,2025-11-22,El Testigo Silencioso,Thriller / Suspense,19.48,1,19.48,Tarjeta de Crédito
T-16657,2025-11-22,Sombras Bajo la Luna Roja,Fantasía / Romantasy,20.23,1,20.23,Tarjeta de Crédito
T-16658,2025-11-23,Días de Cristal y Acero,Young Adult,16.99,1,16.99,Tarjeta de Débito
T-16659,2025-11-23,Cuando el Destino Insiste,Romance,16.44,1,16.44,Tarjeta de Crédito
T-16660,2025-11-23,Neurolink: El Despertar,Ciencia Ficción,26.71,1,26.71,Transferencia
T-16661,2025-11-23,Camino de Luz Interior,Religión / Espiritualidad,16.68,1,16.68,Mercado Pago
T-16662,2025-11-23,Cartas que Nunca Envié,Romance,17.08,1,17.08,Efectivo
T-16663,2025-11-23,La República del Silencio,Distopía / Especulativa,22.26,3,66.78,Tarjeta de Débito
T-16664,2025-11-23,Fe en Tiempos Modernos,Religión / Espiritualidad,19.42,1,19.42,Tarjeta de Crédito
T-16665,2025-11-23,Secretos en la Niebla,Thriller / Suspense,15.61,2,31.22,Efectivo
T-16666,2025-11-23,El Jardín de las Brujas Perdidas,Fantasía / Romantasy,19.23,2,38.46,Efectivo
T-16667,2025-11-23,Crónicas del Mar Encantado,Fantasía / Romantasy,17.35,1,17.35,Tarjeta de Débito
T-16668,2025-11-23,Código Génesis: Protocolo IA,Ciencia Ficción,24.96,2,49.92,Tarjeta de Crédito
T-16669,2025-11-23,La Heredera del Viento Oscuro,Fantasía / Romantasy,19.41,1,19.41,Transferencia
T-16670,2025-11-23,Volver a Quererte en Otoño,Romance,16.0,1,16.0,Transferencia
T-16671,2025-11-23,Colores del Mundo: Un Viaje Ilustrado,Infantil,17.42,1,17.42,Tarjeta de Crédito
T-16672,2025-11-23,Volver a Quererte en Otoño,Romance,15.98,1,15.98,Transferencia
T-16673,2025-11-23,La Última Colonia de Marte,Ciencia Ficción,23.27,3,69.81,Tarjeta de Crédito
T-16674,2025-11-23,Liderazgo Silencioso,Autoayuda / Desarrollo Personal,23.88,1,23.88,Tarjeta de Crédito
T-16675,2025-11-23,Código Génesis: Protocolo IA,Ciencia Ficción,24.28,3,72.84,Mercado Pago
T-16676,2025-11-23,Corte de Espinas y Sombras,Fantasía / Romantasy,23.68,1,23.68,Mercado Pago
T-16677,2025-11-23,La Marca del Fénix Plateado,Fantasía / Romantasy,21.84,1,21.84,Tarjeta de Crédito
T-16678,2025-11-23,Samurai Nocturno Vol. 5,Manga / Novela Gráfica,12.95,1,12.95,Tarjeta de Débito
T-16679,2025-11-23,El Inventor que Cambió el Mundo,Biografía / Memorias,28.62,1,28.62,Tarjeta de Débito
T-16680,2025-11-23,Utopía Fracturada,Distopía / Especulativa,17.22,1,17.22,Tarjeta de Crédito
T-16681,2025-11-23,Máquinas que Sueñan,Ciencia Ficción,21.34,2,42.68,Efectivo
T-16682,2025-11-23,Fuego en la Corte de Hielo,Fantasía / Romantasy,25.83,1,25.83,Efectivo
T-16683,2025-11-23,Reinos de Cristal Roto,Fantasía / Romantasy,23.54,1,23.54,Tarjeta de Débito
T-16684,2025-11-23,Horizonte Cuántico,Ciencia Ficción,21.94,1,21.94,Tarjeta de Débito
T-16685,2025-11-23,Cyberpunk Shibuya,Manga / Novela Gráfica,14.81,1,14.81,Efectivo
T-16686,2025-11-23,El Clan de la Serpiente Dorada Vol. 2,Manga / Novela Gráfica,14.18,1,14.18,Mercado Pago
T-16687,2025-11-23,El Algoritmo de la Conciencia,Ciencia Ficción,25.98,1,25.98,Tarjeta de Crédito
T-16688,2025-11-23,La Última Colonia de Marte,Ciencia Ficción,23.16,1,23.16,Tarjeta de Débito
T-16689,2025-11-23,Oscuridad al Mediodía,Thriller / Suspense,17.47,2,34.94,Tarjeta de Crédito
T-16690,2025-11-23,Mecha Warriors: Amanecer Vol. 4,Manga / Novela Gráfica,13.62,1,13.62,Mercado Pago
T-16691,2025-11-23,La Heredera del Viento Oscuro,Fantasía / Romantasy,18.71,2,37.42,Mercado Pago
T-16692,2025-11-23,El Bosque de los Animales Parlantes,Infantil,15.32,1,15.32,Tarjeta de Crédito
T-16693,2025-11-23,Hana no Kokoro Vol. 1,Manga / Novela Gráfica,11.95,1,11.95,Mercado Pago
T-16694,2025-11-23,Tsuki Academy Vol. 3,Manga / Novela Gráfica,11.67,1,11.67,Tarjeta de Crédito
T-16695,2025-11-23,Meditaciones del Peregrino,Religión / Espiritualidad,15.12,1,15.12,Tarjeta de Débito
T-16696,2025-11-23,La Mujer del Espejo Roto,Thriller / Suspense,22.33,1,22.33,Transferencia
T-16697,2025-11-23,Blockchain y Finanzas Descentralizadas,Negocios / Técnicos,36.03,1,36.03,Transferencia
T-16698,2025-11-24,Minimalismo Emocional,Autoayuda / Desarrollo Personal,17.41,2,34.82,Mercado Pago
T-16699,2025-11-24,Máquinas que Sueñan,Ciencia Ficción,20.56,1,20.56,Mercado Pago
T-16700,2025-11-24,Promesas Bajo la Lluvia,Romance,17.97,1,17.97,Efectivo
T-16701,2025-11-24,Camino de Luz Interior,Religión / Espiritualidad,17.15,2,34.3,Efectivo
T-16702,2025-11-24,"Nosotros, los Invisibles",Young Adult,14.78,1,14.78,Transferencia
T-16703,2025-11-24,2084: El Nuevo Orden,Distopía / Especulativa,23.23,1,23.23,Tarjeta de Débito
T-16704,2025-11-24,Yūrei: Espíritus Errantes Vol. 1,Manga / Novela Gráfica,10.74,1,10.74,Tarjeta de Débito
T-16705,2025-11-24,Cyberpunk Shibuya,Manga / Novela Gráfica,15.11,3,45.33,Efectivo
T-16706,2025-11-24,Meditaciones del Peregrino,Religión / Espiritualidad,15.04,1,15.04,Tarjeta de Crédito
T-16707,2025-11-24,La Heredera del Viento Oscuro,Fantasía / Romantasy,19.08,1,19.08,Mercado Pago
T-16708,2025-11-24,Cyberpunk Shibuya,Manga / Novela Gráfica,15.33,3,45.99,Tarjeta de Crédito
T-16709,2025-11-24,La Singularidad de Vega,Ciencia Ficción,24.23,1,24.23,Tarjeta de Crédito
T-16710,2025-11-24,La Chica del Último Vagón,Young Adult,14.39,1,14.39,Tarjeta de Débito
T-16711,2025-11-24,Máquinas que Sueñan,Ciencia Ficción,21.04,1,21.04,Tarjeta de Débito
T-16712,2025-11-24,Volver a Quererte en Otoño,Romance,16.38,1,16.38,Efectivo
T-16713,2025-11-24,Biblia de Estudio Contemporánea,Religión / Espiritualidad,39.47,1,39.47,Mercado Pago
T-16714,2025-11-24,El Nuevo Marketing: Era de la IA,Negocios / Técnicos,28.12,1,28.12,Mercado Pago
T-16715,2025-11-24,Corte de Espinas y Sombras,Fantasía / Romantasy,23.05,1,23.05,Transferencia
T-16716,2025-11-24,Cyberpunk Shibuya,Manga / Novela Gráfica,15.35,1,15.35,Tarjeta de Débito
T-16717,2025-11-24,Meditaciones del Peregrino,Religión / Espiritualidad,14.72,1,14.72,Tarjeta de Débito
